Position	TITOLO	ANNO	LINK	FORMATO	LOCANDINA	LINGUA	GENERE	TRAMA	DURATA	INFO
287	Spring Breakers	2012	http://www.deadlyblogger.com/NewRelease/springbreakers.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNDBmYjU3NzAtZGVkNS00N2E3LWEyNTgtMjIwMTczYTE0M2Y4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg	Inglese	Drama/thriller	In order to pay for their holidays, the students Candy, Faith, Brit and Cotty decide to rob a fast food restaurant. When they end up in jail, the trafficker Alien manages to get them out, but in return he wants the girls to work for him.	1h34m	
288	Star Trek: Into Darkness	2013	http://deadlyblogger.com/NewRelease/darkness.mp4	mp4	https://i.pinimg.com/originals/df/ad/ff/dfadffe92542c7fdd649f922d2e03d2d.jpg	Inglese	Sci-Fi/Action	Captain Kirk is suspended from command of the Enterprise and separated from First Officer Spock. A threatening force on the horizon forces the Federation to retrace its steps.	2h13m	
289	Star Wars: Episode I - The Phantom Menace	1999	http://www.deadlyblogger.com/NewRelease/starwarse1.html	mp4	https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg	Inglese	Sci-fi/action	Thanks to the teachings of an elderly Jedi master, young Anakin Skywalker learns to master the incredible powers of the Force.	2h16m	
290	Star Wars: Episode II - Attack of the Clones	2002	http://www.deadlyblogger.com/NewRelease/starwarse2.html	mp4	https://img.discogs.com/_vtr43XVMZIEmrxJHxs0WDMZM-g=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3740269-1381568516-1163.jpeg.jpg	Inglese	Sci-fi/action	Obi-Wan Kenobi and his apprentice Anakin Skywalker are tasked with protecting the Republic from a separatist movement that threatens its existence.	2h22m	
291	Star Wars: Episode III - Revenge of the Sith	2002	http://www.deadlyblogger.com/NewRelease/starwarse3.html	mp4	https://m.media-amazon.com/images/I/81cUuRhZw+L._SY445_.jpg	Inglese	Sci-fi/action	Seduced by the dark side of the Force, Anakin Skywalker rebels against his mentor, Obi Wan Kenobi, and assumes the identity of the fearsome tyrant Dart Vader.	2h20m	
292	Star Wars: Episode IV - A New Hope	1977	http://www.deadlyblogger.com/NewRelease/starwarsiv.html	mp4	https://m.media-amazon.com/images/I/51c6S4kGFmL.jpg	Inglese	Sci-fi/action	Luke Skywalker lived and worked on his uncle's farm on the remote planet of Tatooine—and he was bored beyond belief. He yearned for adventures out among the stars, adventures that would take him beyond the farthest galaxies to distant and alien worlds. 	2h5m	
293	Star Wars: Episode V - The Empire Strikes Back	1980	http://www.deadlyblogger.com/NewRelease/starwarsv.html	mp4	https://m.media-amazon.com/images/I/51nwJJf3IjL.jpg	Inglese	Sci-fi/action	Master Yoda prepares young Luke Skywalker to face the terrible tyrant Dart Vader, who is about to launch a devastating attack to crush the rebels.	2h7m	
294	Star Wars: Episode VI  Return of the Jedi	1983	http://www.deadlyblogger.com/NewRelease/starwarsvi.mp4	mp4	https://garethrhodes.files.wordpress.com/2015/11/areturn1.jpg?w=584	Inglese	Action/Adventure/Fantasy	After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.	2h11m	
295	Superman Man Of Steel	2013	http://www.deadlyblogger.com/NewRelease/steel.html	mp4	https://images-na.ssl-images-amazon.com/images/I/81Vqx51Fs2L._AC_SX466_.jpg	Inglese	Action/Adventure	The genesis of Superman, who comes to Earth from the infant planet Krypton. Lovingly raised by the Kents, Superman discovers his extraordinary powers in his teens and decides to secretly put them at the service of others.	2h28m	
296	Taken 3	2014	http://deadlyblogger.com/NewRelease/taken3.mp4	mp4	https://www.themoviedb.org/t/p/original/4TOCAmmcqmLKP31mKYVIiJTje0S.jpg	Inglese	Thriller/Action	Immediately after reconciling with his ex-wife Lenore, Bryan Mills sees his life turn into a nightmare when the woman is brutally murdered. The man is also unfairly accused of the murder and his reaction is to use his anger to carry out an ocious revenge against the real criminals and protect the last thing in the world that remains: the daughter.	1h55m	
297	Talladega Nights: The Ballad of Ricky Bobby	2006	http://www.deadlyblogger.com/NewRelease/talla.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNzAzOTk1OTIyM15BMl5BanBnXkFtZTcwNDIzNTQzMQ@@._V1_UY1200_CR89,0,630,1200_AL_.jpg	Inglese	Sport/Action	When a French driver sets his record, Ricky Bobby, the greatest driver in NASCAR history, is forced to go back to fourth in order not to lose everything he has.	1h48m	
298	Tangled	2010	http://www.deadlyblogger.com/NewRelease/tangled2010.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_FMjpg_UX1000_.jpg	Inglese	Fantasy/music/animation	Flynn Rider is a charming bandit who, thanks to his good looks, loose talk and a fair amount of luck, has always had an easy life. Rapunzel, on the other hand, is a beautiful and extravagant girl with splendid golden hair, over twenty meters long, who lives imprisoned in a very tall tower. One day, while fleeing the authorities, Flynn finds shelter right in the tower where Rapunzel is confined.	1h40m	
299	Tarzan & Jane	2002	http://www.deadlyblogger.com/NewRelease/tarzanjane.mp4	mp4	https://www.themoviedb.org/t/p/w500/esRxshmD2BY1UPkiUHt7Gn2mksl.jpg	Inglese	Adventure/Animation	As the first wedding anniversary approaches, Jane remembers the exciting twelve months she spent with Tarzan.	1h15m	
300	Teenage Mutant Ninja Turtles	1990	http://www.deadlyblogger.com/NewRelease/tmnt1.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/8/8d/Teenage_Mutant_Ninja_Turtles_%281990_film%29_poster.jpg	Inglese	Action/Adventure/Comedy	Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.	1h33m	
301	Teenage Mutant Ninja Turtles II: The Secret of the Ooze	1991	http://www.deadlyblogger.com/NewRelease/tmnt2.mp4	mp4	https://static.wikia.nocookie.net/warner-bros-entertainment/images/6/6c/Teenage_Mutant_Ninja_Turtles_II_%281991_film%29_poster.jpg/revision/latest?cb=20180601202036	Inglese	Action/Adventure/Comedy	The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.	1h28m	
302	Teenage Mutant Ninja Turtles III	1993	http://www.deadlyblogger.com/NewRelease/tmnt3.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/3/38/Teenage_Mutant_Ninja_Turtles_III_%281993_film%29_poster.jpg	Inglese	fantasy/Science	The four Ninja Turtles are found in seventeenth-century Japan with the help of a magic scepter to rescue April, considered a witch to be fought.	1h36m	
303	The Adventures of Pinocchio	1978	https://archive.org/download/TheAdventuresOfPinocchio1978EnglishVersion/The%20Adventures%20of%20Pinocchio%201978%20(English%20Version).mp4	mp4	https://i.ytimg.com/vi/Rn2pwU-Rf2Y/maxresdefault.jpg	Inglese	Animation/Family/Fantasy	Wooden puppet Pinocchio is brought to life with the assistance of a fairy. His wish is to become a real boy. His creator, Geppetto the woodcarver, tries to teach the boy about acting responsibly. Pinocchio has many adventures that provide him the valuable lessons he needs to learn about life before he can become a real boy. Lying proves to be a pacular problem.	1h30m	
304	The Astral Factor	1976	https://archive.org/download/TheAstralFactor1976FullLengthHorrorMovie/The%20Astral%20Factor%20(1976)%20-%20Full%20Length%20horror%20movie.mp4	mp4	https://www.ilcineocchio.it/cine/wp-content/uploads/2020/05/TheAstralFactor.jpg	Inglese	Sci-Fi/Thriller	A convicted strangler, studying the paranormal in his jail cell, learns to make himself invisible. As an invisible man, he escapes from prison to stalk and strangle the five women who testified against him at his trial. Robert Foxworth plays the police lieutenant assigned to protect them, and to catch the invisible strangler.	1h25m	
305	The Black 6	1973	https://archive.org/download/TheBlackSix1973FullMovie/The%20Black%20Six%20-%201973%20-%20Full%20Movie.mp4	mp4	https://m.media-amazon.com/images/M/MV5BZjhiMWIwNTktZmYyMi00ZjhmLTg2NTctNDIzY2IxZmViMWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg	Inglese	Action/Drama	A black high school student is caught dating a white girl by the girl's brother. He and his biker gang beat the boy to death. The boy's brother, who is a member of a black biker gang, hears about it and comes to town to avenge his brother's death.	1h34m	
306	The Black Cobra	1987	https://archive.org/download/BlackCobra_133/BlackCobra.mp4	mp4	https://ilzinefilo.files.wordpress.com/2016/10/black-cobra2.jpg	Inglese	Thriller/Action	Detective Robert Malone (Fred Williamson) is a tough member of the NYPD who seems to make his own rules. . Official Website: Facebook: A lone cop struggles to protect a female photographer from a gang of . Trailer del film d' azione Black Cobra con Fred Williamson, Eva Grimaldi, Karl Landgreen, Sabrina Siani.	1h26m	
307	The Black Godfather	1974	https://archive.org/download/TheBlackGodfather1974FullActionMovie/The_Black_Godfather_x264.mp4	mp4	https://m.media-amazon.com/images/M/MV5BY2E0YzhjMWYtZGU0NS00YmFhLThhN2ItNjc3ZTJkMmU5YzE1XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_.jpg	Inglese	Crime/Action	J.J., a rising star in the black crime scene, is in the process of consolidating his power over the neighborhood. One of the only remaining obstacles is the white heroin cartel that is understandably reluctant to abandon such a lucrative market. Tensions rise between the two rivals, and people on both sides get killed. Eventually, the matter is destined to come to an explosive confrontation.	1h30m	
308	The Black Hole	1979	https://archive.org/download/TheBlackHoleMovie/The%20Black%20Hole%201979.mp4	mp4	https://m.media-amazon.com/images/M/MV5BOGEzN2M5YTItZDRkZS00OWMxLTk3MTktZjZkNzExYWRjYjA5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg	Inglese	Action/Sci-Fi	A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.	1h38m	
309	The Bling Ring	2013	http://www.deadlyblogger.com/NewRelease/blingring.mp4	mp4	https://langolorecensioni.files.wordpress.com/2013/09/blingringpb_coverfinal2.jpg	Inglese	Drama/Thriller	Shy Marc and the insignificant Rebecca, teenagers obsessed with fame, use the means given by the Internet to find out where celebrities live and to steal from their homes.	1h30m	
310	The Bone Collector	1999	http://www.deadlyblogger.com/NewRelease/thebone1.mp4	mp4	https://www.themoviedb.org/t/p/w500/4HiIegmRMV147NDLAEhXI8duho.jpg	Inglese	Thriller/Thriller	New York. Following yet another heinous murder committed by a serial murderer, Agent Lincoln Rhyme begins investigations. Ruthless and at the same time enigmatic, the case puts the murder team in serious difficulty.	1h58m	
311	The Book Of Eli	2010	http://www.deadlyblogger.com/NewRelease/bookeli.html	mp4	https://m.media-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_.jpg	Inglese	Action/Adventure	The world has been destroyed by an apocalyptic event and the human race is in grave danger. Only one man, thanks to a prophetic book, is able to save all human beings.	1h58m	
312	The Boondock Saints	1999	http://www.deadlyblogger.com/NewRelease/saints1999.mp4	mp4	https://m.media-amazon.com/images/M/MV5BYzVmMTdjOTYtOTJkYS00ZTg2LWExNTgtNzA1N2Y0MDgwYWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	Drama/Thriller	Two Irish brothers improvise executioners to clear Boston of crime. A detective tries to stop them.	1h50m	
313	The Boy in the Plastic Bubble	1976	https://archive.org/download/The_Boy_In_The_Plastic_Bubble/The_Boy_In_The_Plastic_Bubble_512kb.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/6/65/The_Boy_in_the_Plastic_Bubble.jpg	Inglese	Biography/Drama/Romantic	The girl next door makes a teen born with immune deficiencies want to leave his germ-free bubble.	1h36m	
314	The Call 	2013	http://www.deadlyblogger.com/NewRelease/thecall.mp4	mp4	https://www.stardust.it/uploads/img/movie/poster/672754d44fb25561a5a0d5da2260515b1555193190.jpeg	Inglese	Thriller	A police receptionist receives a phone call from a girl locked up in a trunk. So he has to deal with a psychopath whom he has already known, if he wants to save the girl's life.	1h36m	
315	The Chinese Room	2009	https://archive.org/download/TheChineseRoom/thechineseroom.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTU2NTU1NzA3OF5BMl5BanBnXkFtZTcwNDc0MDQ0Mg@@._V1_.jpg	Inglese	Drama	The Chinese Room is an award-winning 2009 independent feature. It was shot on location in Washington, DC with an all-local cast and crew. It is a self-financed thriller inspired by the famous thought experiment by John Searle.	1h58m	
316	The Colony	2013	http://www.deadlyblogger.com/NewRelease/colony.html	mp4	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQDDSqgJhSLR9dJjMITisMKfpaJfBuC8VpXZ1hg2hcxD7cIr9r4	Inglese	Sci-fi/Thriller	Forced to live underground, the survivors of an ice age seek another outpost where they can establish themselves.	1h35m	
317	The Day After Tomorrow	2004	http://www.deadlyblogger.com/NewRelease/theday2004.mp4	mp4	https://m.media-amazon.com/images/I/51gpply4xkL._AC_.jpg	Inglese	Science	The warnings of a climatologist about the imminent arrival of a new ice age are ignored. But when a storm of biblical propoons hits New York, the end of humanity seems inevitable	2h4m	
318	The Evil Dead	1981	http://www.deadlyblogger.com/NewRelease/dead.mp4	mp4	https://static.wikia.nocookie.net/horrormovies/images/4/48/Evil_Dead_001.jpg/revision/latest/top-crop/width/360/height/450?cb=20090911134509	Inglese	horror	Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.	1h25m	
319	The Exorcist	1973	http://www.deadlyblogger.com/NewRelease/exorcist1.mp4	mp4	https://miro.medium.com/max/1011/1*jdw_DrQKJOWWb4XMsNRy5A.png	Inglese	horror	When a 12 year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.	2h2m	
320	The Family	2013	http://www.deadlyblogger.com/NewRelease/thefamily2013.mp4	mp4	https://lh3.googleusercontent.com/proxy/J177oxheAsYiVxqVkUdXaQt1bc1FjP0dx1mSp6WC4Gg6QVL9G7mXq8AUBsy3Y-moNW9hLbmoh6NwQUqLLc8M4IA1jMQnFn3gU89J5Dli4VKiYFDXsby8QUgO5xQeKM3Qzua7mliwFWZwg26LpZfGXum0_eVmlBymtEUZ5oxCsT63ay_mM8oEmP88U8fMr6XBnEaYoGjw1DyaDIqCDBbZIyZK0bEekpr8SeM2UnroxI8	Inglese	Thriller/Action	Mafia family in the witness protection program is moved to a French city and has several problems adapting to new life.	1h51m	
321	The Fast And The Furious	1955	https://ia802606.us.archive.org/34/items/TheFastandtheFuriousJohnIreland1954goofyrip/TheFastandtheFuriousJohnIreland1954goofyrip.mp4	mp4	https://3.bp.blogspot.com/-7Pb_MwW-Yzk/VVIu8BhN4GI/AAAAAAAAFZ0/jD10gBUHP3c/s1600/fast%2Bposter1-min.jpeg	Inglese	Drama	A man, framed for a crime he didn't commit, escapes from prison and kidnaps a young woman in a sports car. The fugitive hopes to make it to Mexico before being captured.	1h13m	
322	The Fifth Element	1997	https://archive.org/download/TheFifthElement_201405/The%20Fifth%20Element.mp4	mp4	http://gonewiththetwins.com/new/wp-content/uploads/2015/03/fifthelement.jpg	Inglese	Action/Adventure/Sci-Fi	In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.	2h6m	
323	The Fox and the Hound	1981	http://www.deadlyblogger.com/NewRelease/thefox.mp4	mp4	https://flxt.tmsimg.com/assets/p17041_p_v10_ad.jpg	Inglese	Animation/Adventure/Drama	Two childhood friends find themselves forced to become enemies.	1h23m	
